pais,fecha,anio,fuente,tipo,evento,detalle,causa,ref,url,texto,dup_cross
Ecuador,1999-09-10,1999,ONU Art.4,estado de emergencia,declaración,,,,,"(Dated 27 August 1999) Decree No. 1041 of 5 July 1999 by thePresident of the Republic, establishing a state of emergency in Ecuador in respect of public and private transport system throughout the country during the month of July 1999; Decree No. 1070 of 13 July 1999 by the President of the Republic (following the revocation of Decree No. 1041 by the National Congress on 13 July 1999), declaring a state of national emergency and establishing the entire territory of the Republic as a secity zone; and Decree No. 1088 of 17 July 1999 by the President of the Republic, lifting the state of national emergency and rescinding Decree No. 1070. Subsequently, the Government of Ecuador specified that the provisions from which it had derogated were articles 17 (1), 12 (1), 21 and 22 of the Covenant.",
Ecuador,1999-12-28,1999,ONU Art.4,estado de emergencia,declaración,,,,,"(Dated 9 December 1999) Establishment of the State of Emergency in the Guayas Province by Decree No. 1557 of 30 November 1999 by the President of the Republic indicating that the measure was taken in response to the serious internal disturbance which produced a massive crime wave that continues to affect that province. The Decree states that “since the state of emergency declared in the Guayas Province in January 1999 (see notification of 14 January 1999) , was ended there has been an increase in criminal activity which as made it clear that extraordinary measures must once again be taken..., it is necessary to attenuate the serious repercussions of the ciminal activity in Guayas Province in order to prevent any change in the normal pattern of civil life...”. Subsequently, on 28 January 2000, the Government of Ecuador specified that the provisions from which it has derogated are articles 12 (1) and 17 (1) of the Covenant.",
Ecuador,2000-02-01,2000,ONU Art.4,estado de emergencia,fin/levantamiento,,,,,"(Dated 6 January 2000) On 5 January 2000, by Executive Decree, the President declared a state of national emergency establishing the entire territory of the Republic as a security zone. This measure was motivated by the serious internal unrest caused by the economic crisis which Ecuador is experiencing. The Government of Ecuador specifed that the provisions from which it has derogated are articles 12 (1), 17 (1), 21 and 22 (1). On 21 February 2001, the Secretary-General received from the Government of Ecuador a notification dated 16 February 2001, made under article 4 (3) of the above Covenant, transmitting the text of Executive Decree No. 1214 by the President of thec dated 2 February 2001, by which a state of national emergency was declared and the entire territory of the Republic was established as a security zone, as from 2 February 2001. The said Decree stipulates that this measure was adopted to overcome the adverse consequences of the economic crisis affecting Ecuador which has created a situation of serious internal unrest. The Government of Ecuador specified that the provisions from which it has derogated are articles 12, 17 and 21 of the Covenant. On 21 February 2001, the Secretary-General received from the Government of Ecuador a notification dated 16 February 2001, made under article 4 (3) of the above Covenant, transmitting the text of Executive Decree No. 1228 by the President of the Republic dated 9 February 2001, by which the state of national emergency, decla",
Guatemala,2001-07-26,2001,ONU Art.4,estado de emergencia,extensión,,,,,"(Dated 26 July 2001) By Government Decree No. 2-2001, extension of the state of emergency established by Government Decree No. 1-2001, for an additional 30 days throughout the national territory. The Government Decree No. 1-2001 was not supplied to the Secretary-General. Moreover, the articles of the Covenant which were derogated from were not indicated.",
Guatemala,2001-08-02,2001,ONU Art.4,estado de emergencia,declaración,,,,,"(Dated 2 August 2001) By Government Decree No. 3-2001, establishment of a state of emergency for a period of 30 days in the Department of Totonicapán with immidiate effect. The articles of the Covenant which were derogated from were not indicated.",
Guatemala,2001-08-10,2001,ONU Art.4,estado de emergencia,declaración,,,,,(Dated 6 August 2001) State of emergency declared by Decree No. 3-2001 has been rescinded by Government Decree No. 4-2001 with immediate effect.,
Argentina,2001-12-26,2001,ONU Art.4,estado de sitio,declaración,,,,,"(Dated 21 December 2001) By decree No. 1678/2001 of 19 December 2001, proclamation of a State of siege for 30 days in the territory of Argentina. By decree No. 1689/2001 of 21 December 2001, suspension of the State of seige declared by Decree No. 1678/2001. (Dated 23 December 2001) By Decrees Nos. 16, 18 and 20/2001 of 21 December 2001, declaration of a 10-day siege in the provinces of Buenos Aires, Entre Rios and San Juan.",
Argentina,2002-01-04,2002,ONU Art.4,ley marcial,fin/levantamiento,,,,,"(Dated 4 January 2002) Cessation, as from 31 December 2001, of martial law that had been imposed in the provinces of Buenos Aires, Entre Rios and San Juan.",
Argentina,2002-01-21,2002,ONU Art.4,estado de sitio,fin/levantamiento,C.N.179.2002,,C.N.179.2002,https://treaties.un.org/doc/Publication/CN/2002/CN.179.2002-Eng.pdf,"(Dated 18 January 2002) Communication concerning the state of siege declared by Decree No. 1678/2001 and the lifting of the state of siege by Decreee No. 1689/2001; and the state of siege declared by Decrees Nos. 16/2002, 18/2001 and 20/2001 and the cessation of the state of siege. [For the text of the communication, see depositary notification C.N.179.2002 .TREATIES-3 of 27 February 2002.]",
Ecuador,2002-07-17,2002,ONU Art.4,estado de emergencia,fin/levantamiento,,,,,"Sir, In accordance with article 4 of the International Covenant on Civil and Political Rights, of which Ecuador is a State Party, and on behalf of the national Government, I am writing to notify you of the declarations of a stateof national emergency this year declared by Dr. Gustavo Noboa Bejarano, President of the Republic, in accordance with the provisions of articles 180 and 181 of the Ecuadorian Constitution in force, and when they were lifted. The details of these declarations follow: Executive Decree No. 2404 of 26 February 2002 (Official Register No. 525): A state of emergency is declared in Sucumbios and Orellana provinces. The reason for this measure is the serious situation arising out of problems of the Colombian conflict on the frontiers; Executive Decree No. 2421 of 4 March 2002: The state of emergency in Sucumbios and Orellana provinces is declared over, and accordingly Executive Decree 2404 of 22 February 2002 is abrogated; Executive Decree No. 2492 of 22 March 2002: State of emergency in Esmeraldas, Guayas Los Ríos, Manabí and El Oroovinces. The reason for this measure is the severe storm on the Ecuadorian coast. The state of emergency was lifted on 22 May pursuant to the legal provision embodied in article 182, paragraph 2, of the Ecuadorian Constitution to the effect that ""a decree of a state of emergency shall remain in force for up to a maximum of 60 days""; Executive Decree No. 2625 of 7 May 2002 (Official Register No. 575 of 14 May 2002): State of nation",
